country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GH,Ghana,,,,,,15/02/2020,0,-2,0,-3,2,0
GH,Ghana,,,,,,16/02/2020,-3,-3,-2,-3,1,1
GH,Ghana,,,,,,17/02/2020,-4,-2,-6,-4,4,0
GH,Ghana,,,,,,18/02/2020,-3,-3,-3,-3,4,0
GH,Ghana,,,,,,19/02/2020,-4,-2,-6,-4,2,1
GH,Ghana,,,,,,20/02/2020,-3,-2,-5,-5,1,1
GH,Ghana,,,,,,21/02/2020,-3,-6,-4,-2,3,1
GH,Ghana,,,,,,22/02/2020,-3,-3,-2,-2,2,0
GH,Ghana,,,,,,23/02/2020,-3,-3,-4,-4,2,1
GH,Ghana,,,,,,24/02/2020,-5,-4,-4,-3,3,1
GH,Ghana,,,,,,25/02/2020,-3,-3,0,-2,3,0
GH,Ghana,,,,,,26/02/2020,-3,-3,-3,-2,2,-1
GH,Ghana,,,,,,27/02/2020,-2,-1,-2,-1,0,1
GH,Ghana,,,,,,28/02/2020,-2,-4,0,2,2,0
GH,Ghana,,,,,,29/02/2020,0,1,-1,2,1,-1
GH,Ghana,,,,,,01/03/2020,-1,1,-2,1,4,0
GH,Ghana,,,,,,02/03/2020,-1,1,-3,3,4,1
GH,Ghana,,,,,,03/03/2020,-1,-2,0,2,3,1
GH,Ghana,,,,,,04/03/2020,3,3,1,7,3,0
GH,Ghana,,,,,,05/03/2020,5,2,1,5,-1,-1
GH,Ghana,,,,,,06/03/2020,-1,-10,6,-4,-42,11
GH,Ghana,,,,,,07/03/2020,-2,-4,5,1,-1,1
GH,Ghana,,,,,,08/03/2020,-1,2,1,3,3,0
GH,Ghana,,,,,,09/03/2020,-3,-3,-2,3,2,1
GH,Ghana,,,,,,10/03/2020,-1,-3,0,3,3,0
GH,Ghana,,,,,,11/03/2020,-3,-3,-2,0,2,1
GH,Ghana,,,,,,12/03/2020,-2,1,-1,0,3,1
GH,Ghana,,,,,,13/03/2020,-2,-3,-1,0,5,1
GH,Ghana,,,,,,14/03/2020,-5,-2,-4,-5,2,1
GH,Ghana,,,,,,15/03/2020,-6,-1,-7,-4,3,1
GH,Ghana,,,,,,16/03/2020,-6,-2,-10,-9,-7,4
GH,Ghana,,,,,,17/03/2020,-8,-1,-7,-8,-8,3
GH,Ghana,,,,,,18/03/2020,-10,-4,-8,-10,-9,7
GH,Ghana,,,,,,19/03/2020,-12,-5,-9,-13,-10,8
GH,Ghana,,,,,,20/03/2020,-15,-10,-13,-15,-6,9
GH,Ghana,,,,,,21/03/2020,-14,0,-15,-13,3,6
GH,Ghana,,,,,,22/03/2020,-24,-11,-20,-22,-4,11
GH,Ghana,,,,,,23/03/2020,-22,-19,-17,-30,-21,13
GH,Ghana,,,,,,24/03/2020,-23,-14,-18,-27,-21,14
GH,Ghana,,,,,,25/03/2020,-20,-10,-15,-25,-23,13
GH,Ghana,,,,,,26/03/2020,-16,0,-17,-23,-22,13
GH,Ghana,,,,,,27/03/2020,-24,-18,-21,-28,-23,16
GH,Ghana,,,,,,28/03/2020,-13,14,-15,-12,1,7
GH,Ghana,,,,,,29/03/2020,-15,8,-15,-15,3,9
GH,Ghana,,,,,,30/03/2020,-53,-46,-31,-57,-50,27
GH,Ghana,,,,,,31/03/2020,-52,-44,-29,-56,-50,26
GH,Ghana,,,,,,01/04/2020,-54,-46,-32,-59,-52,28
GH,Ghana,,,,,,02/04/2020,-53,-43,-30,-59,-51,28
GH,Ghana,,,,,,03/04/2020,-54,-45,-32,-58,-46,29
GH,Ghana,,,,,,04/04/2020,-56,-47,-36,-62,-27,22
GH,Ghana,,,,,,05/04/2020,-52,-40,-33,-58,-13,20
GH,Ghana,,,,,,06/04/2020,-49,-41,-31,-57,-49,27
GH,Ghana,,,,,,07/04/2020,-48,-37,-28,-55,-48,25
GH,Ghana,,,,,,08/04/2020,-49,-37,-29,-56,-48,26
GH,Ghana,,,,,,09/04/2020,-47,-33,-28,-55,-47,26
GH,Ghana,,,,,,10/04/2020,-57,-47,-34,-60,-56,32
GH,Ghana,,,,,,11/04/2020,-54,-40,-34,-58,-25,22
GH,Ghana,,,,,,12/04/2020,-51,-38,-32,-55,-11,20
GH,Ghana,,,,,,13/04/2020,-56,-46,-35,-60,-59,32
GH,Ghana,,,,,,14/04/2020,-46,-35,-28,-54,-46,25
GH,Ghana,,,,,,15/04/2020,-48,-37,-30,-54,-47,27
GH,Ghana,,,,,,16/04/2020,-49,-37,-29,-57,-46,27
GH,Ghana,,,,,,17/04/2020,-50,-40,-33,-56,-43,29
GH,Ghana,,,,,,18/04/2020,-53,-42,-36,-58,-21,21
GH,Ghana,,,,,,19/04/2020,-52,-42,-36,-57,-9,21
GH,Ghana,,,,,,20/04/2020,-35,-27,-26,-42,-35,22
GH,Ghana,,,,,,21/04/2020,-28,-19,-21,-34,-30,17
GH,Ghana,,,,,,22/04/2020,-31,-19,-24,-35,-30,18
GH,Ghana,,,,,,23/04/2020,-28,-17,-23,-34,-28,18
GH,Ghana,,,,,,24/04/2020,-31,-22,-25,-34,-24,19
GH,Ghana,,,,,,25/04/2020,-32,-18,-25,-33,-4,13
GH,Ghana,,,,,,26/04/2020,-47,-36,-34,-48,-10,19
GH,Ghana,,,,,,27/04/2020,-23,-13,-20,-28,-24,15
GH,Ghana,,,,,,28/04/2020,-22,-11,-16,-26,-24,13
GH,Ghana,,,,,,29/04/2020,-24,-11,-17,-27,-24,16
GH,Ghana,,,,,,30/04/2020,-23,-11,-17,-26,-24,16
GH,Ghana,,,,,,01/05/2020,-36,-23,-25,-36,-42,22
GH,Ghana,,,,,,02/05/2020,-30,-16,-20,-31,-1,13
GH,Ghana,,,,,,03/05/2020,-39,-27,-28,-39,-5,16
GH,Ghana,,,,,,04/05/2020,-21,-10,-16,-25,-20,13
GH,Ghana,,,,,,05/05/2020,-22,-9,-15,-24,-21,14
GH,Ghana,,,,,,06/05/2020,-21,-8,-17,-24,-21,14
GH,Ghana,,,,,,07/05/2020,-21,-8,-17,-25,-20,15
GH,Ghana,,,,,,08/05/2020,-23,-13,-19,-26,-16,16
GH,Ghana,,,,,,09/05/2020,-24,-8,-18,-26,3,11
GH,Ghana,,,,,,10/05/2020,-33,-22,-25,-37,-2,16
GH,Ghana,,,,,,11/05/2020,-20,-7,-18,-25,-18,14
GH,Ghana,,,,,,12/05/2020,-19,-6,-14,-22,-18,13
GH,Ghana,,,,,,13/05/2020,-20,-8,-16,-23,-18,14
GH,Ghana,,,,,,14/05/2020,-20,-8,-17,-24,-18,13
GH,Ghana,,,,,,15/05/2020,-22,-13,-18,-23,-14,16
GH,Ghana,,,,,,16/05/2020,-24,-9,-19,-24,6,11
GH,Ghana,,,,,,17/05/2020,-29,-18,-23,-32,2,14
GH,Ghana,,,,,,18/05/2020,-17,-6,-16,-20,-16,13
GH,Ghana,,,,,,19/05/2020,-19,-8,-16,-23,-17,14
GH,Ghana,,,,,,20/05/2020,-20,-7,-16,-22,-18,14
GH,Ghana,,,,,,21/05/2020,-19,-5,-15,-22,-18,15
GH,Ghana,,,,,,22/05/2020,-22,-11,-19,-23,-13,15
GH,Ghana,,,,,,23/05/2020,-23,-6,-18,-24,6,11
GH,Ghana,,,,,,24/05/2020,-27,-15,-20,-31,3,14
GH,Ghana,,,,,,25/05/2020,-34,-22,-25,-37,-47,24
GH,Ghana,,,,,,26/05/2020,-15,-3,-14,-18,-15,12
GH,Ghana,,,,,,27/05/2020,-18,-6,-17,-21,-16,14
GH,Ghana,,,,,,28/05/2020,-22,-11,-18,-24,-17,15
GH,Ghana,,,,,,29/05/2020,-18,-7,-17,-19,-12,13
GH,Ghana,,,,,,30/05/2020,-26,-9,-22,-24,5,11
GH,Ghana,,,,,,31/05/2020,-23,-9,-21,-26,6,12
GH,Ghana,,,,,,01/06/2020,-14,0,-15,-15,-13,12
GH,Ghana,,,,,,02/06/2020,-17,-5,-17,-19,-15,13
GH,Ghana,,,,,,03/06/2020,-13,2,-13,-14,-14,12
GH,Ghana,,,,,,04/06/2020,-14,0,-15,-16,-14,13
GH,Ghana,,,,,,05/06/2020,-15,-3,-14,-17,-10,13
GH,Ghana,,,,,,06/06/2020,-17,-1,-14,-18,9,9
GH,Ghana,,,,,,07/06/2020,-20,-8,-17,-25,7,12
GH,Ghana,,,,,,08/06/2020,-12,1,-13,-14,-11,11
GH,Ghana,,,,,,09/06/2020,-19,-6,-16,-21,-15,14
GH,Ghana,,,,,,10/06/2020,-17,-5,-13,-18,-14,14
GH,Ghana,,,,,,11/06/2020,-11,2,-12,-14,-13,13
GH,Ghana,,,,,,12/06/2020,-15,-4,-13,-16,-9,14
GH,Ghana,,,,,,13/06/2020,-16,-1,-14,-16,10,9
GH,Ghana,,,,,,14/06/2020,-18,-5,-15,-19,9,12
GH,Ghana,,,,,,15/06/2020,-10,2,-9,-9,-11,11
GH,Ghana,,,,,,16/06/2020,-9,2,-10,-10,-12,11
GH,Ghana,,,,,,17/06/2020,-12,-1,-12,-13,-15,12
GH,Ghana,,,,,,18/06/2020,-12,-2,-12,-13,-15,13
GH,Ghana,,,,,,19/06/2020,-12,-2,-12,-10,-10,12
GH,Ghana,,,,,,20/06/2020,-14,1,-12,-12,9,9
GH,Ghana,,,,,,21/06/2020,-15,-2,-15,-16,9,11
GH,Ghana,,,,,,22/06/2020,-9,2,-12,-8,-15,12
GH,Ghana,,,,,,23/06/2020,-9,3,-8,-8,-14,10
GH,Ghana,,,,,,24/06/2020,-11,1,-11,-11,-16,11
GH,Ghana,,,,,,25/06/2020,-10,0,-12,-12,-15,12
GH,Ghana,,,,,,26/06/2020,-12,-3,-13,-13,-13,12
GH,Ghana,,,,,,27/06/2020,-12,1,-12,-13,4,8
GH,Ghana,,,,,,28/06/2020,-16,-5,-15,-19,1,11
GH,Ghana,,,,,,29/06/2020,-9,2,-11,-8,-15,11
GH,Ghana,,,,,,30/06/2020,-5,9,-8,-4,-14,10
GH,Ghana,,,,,,01/07/2020,-7,7,-9,-8,-15,11
GH,Ghana,,,,,,02/07/2020,-7,6,-10,-7,-15,11
GH,Ghana,,,,,,03/07/2020,-9,1,-9,-7,-12,11
GH,Ghana,,,,,,04/07/2020,-20,-7,-15,-18,0,11
GH,Ghana,,,,,,05/07/2020,-11,1,-10,-12,5,10
GH,Ghana,,,,,,06/07/2020,-6,9,-6,-3,-14,10
GH,Ghana,,,,,,07/07/2020,-4,9,-6,-5,-15,10
GH,Ghana,,,,,,08/07/2020,-7,6,-8,-7,-15,11
GH,Ghana,,,,,,09/07/2020,-8,5,-10,-9,-16,12
GH,Ghana,,,,,,10/07/2020,-9,1,-11,-8,-12,12
GH,Ghana,,,,,,11/07/2020,-9,6,-11,-9,5,8
GH,Ghana,,,,,,12/07/2020,-11,3,-11,-14,4,10
GH,Ghana,,,,,,13/07/2020,-5,7,-8,-6,-14,10
GH,Ghana,,,,,,14/07/2020,-6,8,-8,-8,-16,10
GH,Ghana,,,,,,15/07/2020,-6,8,-10,-9,-15,11
GH,Ghana,,,,,,16/07/2020,-6,7,-10,-9,-15,11
GH,Ghana,,,,,,17/07/2020,-8,4,-10,-8,-12,11
GH,Ghana,,,,,,18/07/2020,-9,9,-11,-9,5,8
GH,Ghana,,,,,,19/07/2020,-9,5,-10,-15,5,9
GH,Ghana,,,,,,20/07/2020,-6,9,-9,-8,-14,10
GH,Ghana,,,,,,21/07/2020,-7,3,-10,-9,-17,11
GH,Ghana,,,,,,22/07/2020,-5,9,-11,-7,-14,11
GH,Ghana,,,,,,23/07/2020,-7,7,-12,-9,-15,11
GH,Ghana,,,,,,24/07/2020,-8,3,-11,-8,-11,12
GH,Ghana,,,,,,25/07/2020,-9,7,-8,-9,4,7
GH,Ghana,,,,,,26/07/2020,-10,2,-10,-14,4,9
GH,Ghana,,,,,,27/07/2020,-6,7,-7,-8,-14,10
GH,Ghana,,,,,,28/07/2020,-4,9,-7,-5,-14,10
GH,Ghana,,,,,,29/07/2020,-3,10,-7,-3,-16,10
GH,Ghana,,,,,,30/07/2020,4,12,0,2,-17,8
GH,Ghana,,,,,,31/07/2020,-12,-5,-10,-14,-43,18
GH,Ghana,,,,,,01/08/2020,-7,1,-3,-9,-3,7
GH,Ghana,,,,,,02/08/2020,-6,3,-4,-12,1,8
GH,Ghana,,,,,,03/08/2020,0,8,-4,-4,-16,9
GH,Ghana,,,,,,04/08/2020,-6,2,-6,-11,-43,17
GH,Ghana,,,,,,05/08/2020,-1,9,-1,-2,-15,9
GH,Ghana,,,,,,06/08/2020,-1,9,-5,-4,-15,9
GH,Ghana,,,,,,07/08/2020,-3,5,-3,-4,-10,9
GH,Ghana,,,,,,08/08/2020,-3,6,0,-2,6,5
GH,Ghana,,,,,,09/08/2020,-3,7,0,-9,6,6
GH,Ghana,,,,,,10/08/2020,0,9,-1,-2,-12,8
GH,Ghana,,,,,,11/08/2020,0,9,0,-4,-13,8
GH,Ghana,,,,,,12/08/2020,-1,9,-2,-4,-13,8
GH,Ghana,,,,,,13/08/2020,-1,9,-4,-5,-14,9
GH,Ghana,,,,,,14/08/2020,-2,4,-4,-6,-10,9
GH,Ghana,,,,,,15/08/2020,-2,9,-1,-4,6,5
GH,Ghana,,,,,,16/08/2020,-1,9,-3,-7,7,6
GH,Ghana,,,,,,17/08/2020,-2,8,-5,-3,-11,8
GH,Ghana,,,,,,18/08/2020,-1,8,-4,-4,-11,8
GH,Ghana,,,,,,19/08/2020,-2,8,-6,-4,-12,8
GH,Ghana,,,,,,20/08/2020,-3,7,-7,-6,-12,9
GH,Ghana,,,,,,21/08/2020,-3,4,-6,-5,-9,9
GH,Ghana,,,,,,22/08/2020,-4,8,-5,-4,6,5
GH,Ghana,,,,,,23/08/2020,-2,9,-3,-7,8,6
GH,Ghana,,,,,,24/08/2020,-2,9,-5,-4,-10,8
GH,Ghana,,,,,,25/08/2020,-1,10,-3,-3,-11,8
GH,Ghana,,,,,,26/08/2020,-2,9,-7,-3,-12,8
GH,Ghana,,,,,,27/08/2020,-3,12,-5,-4,-13,8
GH,Ghana,,,,,,28/08/2020,-1,8,-4,-2,-10,8
GH,Ghana,,,,,,29/08/2020,-2,11,2,-2,2,3
GH,Ghana,,,,,,30/08/2020,-2,10,0,-6,4,5
GH,Ghana,,,,,,31/08/2020,-1,12,-2,-2,-11,8
GH,Ghana,,,,,,01/09/2020,1,16,-1,1,-12,8
GH,Ghana,,,,,,02/09/2020,1,13,-3,1,-13,8
GH,Ghana,,,,,,03/09/2020,2,15,-1,3,-13,9
GH,Ghana,,,,,,04/09/2020,3,12,1,5,-10,9
GH,Ghana,,,,,,05/09/2020,2,15,7,3,3,5
GH,Ghana,,,,,,06/09/2020,2,14,3,-1,3,6
GH,Ghana,,,,,,07/09/2020,3,16,2,5,-13,9
GH,Ghana,,,,,,08/09/2020,4,19,3,8,-13,8
GH,Ghana,,,,,,09/09/2020,1,14,-2,6,-13,10
GH,Ghana,,,,,,10/09/2020,3,15,0,5,-14,10
GH,Ghana,,,,,,11/09/2020,3,12,1,6,-11,10
GH,Ghana,,,,,,12/09/2020,1,13,4,5,1,6
GH,Ghana,,,,,,13/09/2020,-2,8,-3,-2,0,10
GH,Ghana,,,,,,14/09/2020,4,16,0,6,-10,10
GH,Ghana,,,,,,15/09/2020,3,14,2,8,-11,11
GH,Ghana,,,,,,16/09/2020,5,17,-1,8,-11,11
GH,Ghana,,,,,,17/09/2020,3,17,1,6,-12,12
GH,Ghana,,,,,,18/09/2020,4,13,3,9,-8,11
GH,Ghana,,,,,,19/09/2020,-1,11,1,1,0,9
GH,Ghana,,,,,,20/09/2020,0,12,0,1,2,10
GH,Ghana,,,,,,21/09/2020,-1,11,-2,-2,-45,19
GH,Ghana,,,,,,22/09/2020,2,21,-1,13,-15,11
GH,Ghana,,,,,,23/09/2020,-2,22,-9,10,-16,13
GH,Ghana,,,,,,24/09/2020,-6,18,-10,3,-17,13
GH,Ghana,,,,,,25/09/2020,-3,17,-2,8,-13,12
GH,Ghana,,,,,,26/09/2020,-4,19,-2,8,-4,8
GH,Ghana,,,,,,27/09/2020,-6,15,-4,4,-6,10
GH,Ghana,,,,,,28/09/2020,-2,23,-8,8,-14,13
GH,Ghana,,,,,,29/09/2020,0,25,-5,12,-16,11
GH,Ghana,,,,,,30/09/2020,-3,22,-9,8,-20,9
GH,Ghana,,,,,,01/10/2020,-6,19,-12,6,-21,5
GH,Ghana,,,,,,02/10/2020,-2,19,-10,11,-17,4
GH,Ghana,,,,,,03/10/2020,-4,19,-9,5,-14,1
GH,Ghana,,,,,,04/10/2020,-6,16,-10,0,-16,2
GH,Ghana,,,,,,05/10/2020,-3,19,-13,7,-20,4
GH,Ghana,,,,,,06/10/2020,-4,18,-13,6,-20,4
GH,Ghana,,,,,,07/10/2020,-6,15,-16,0,-18,7
GH,Ghana,,,,,,08/10/2020,-1,22,-12,3,-15,7
GH,Ghana,,,,,,09/10/2020,-4,11,-11,2,-12,9
GH,Ghana,,,,,,10/10/2020,-12,4,-16,-11,-12,11
GH,Ghana,,,,,,11/10/2020,-7,10,-13,-6,-9,9
GH,Ghana,,,,,,12/10/2020,0,19,-10,5,-13,8
GH,Ghana,,,,,,13/10/2020,1,21,-9,8,-14,8
GH,Ghana,,,Accra Metropolitan Area,,,15/02/2020,1,2,3,-1,2,1
GH,Ghana,,,Accra Metropolitan Area,,,16/02/2020,-2,-2,1,-3,-1,2
GH,Ghana,,,Accra Metropolitan Area,,,17/02/2020,-2,-1,-2,-2,3,1
GH,Ghana,,,Accra Metropolitan Area,,,18/02/2020,-2,1,-1,-2,3,0
GH,Ghana,,,Accra Metropolitan Area,,,19/02/2020,-2,0,-2,-2,2,0
GH,Ghana,,,Accra Metropolitan Area,,,20/02/2020,-2,-1,-2,-5,1,1
GH,Ghana,,,Accra Metropolitan Area,,,21/02/2020,-1,-2,0,-2,1,0
GH,Ghana,,,Accra Metropolitan Area,,,22/02/2020,-1,1,-2,-3,1,1
GH,Ghana,,,Accra Metropolitan Area,,,23/02/2020,-2,-2,-2,-5,-1,1
GH,Ghana,,,Accra Metropolitan Area,,,24/02/2020,-3,-1,-2,-3,2,0
GH,Ghana,,,Accra Metropolitan Area,,,25/02/2020,-2,-1,0,-2,2,-1
GH,Ghana,,,Accra Metropolitan Area,,,26/02/2020,-2,-1,1,-1,2,-2
GH,Ghana,,,Accra Metropolitan Area,,,27/02/2020,-1,0,1,-1,1,0
GH,Ghana,,,Accra Metropolitan Area,,,28/02/2020,-1,-2,5,1,2,0
GH,Ghana,,,Accra Metropolitan Area,,,29/02/2020,2,3,3,2,1,-1
GH,Ghana,,,Accra Metropolitan Area,,,01/03/2020,2,0,-3,-1,1,0
GH,Ghana,,,Accra Metropolitan Area,,,02/03/2020,1,2,-2,1,4,0
GH,Ghana,,,Accra Metropolitan Area,,,03/03/2020,-2,3,0,-1,3,1
GH,Ghana,,,Accra Metropolitan Area,,,04/03/2020,6,10,7,7,3,-1
GH,Ghana,,,Accra Metropolitan Area,,,05/03/2020,7,9,4,3,0,-2
GH,Ghana,,,Accra Metropolitan Area,,,06/03/2020,-3,-2,11,-7,-51,14
GH,Ghana,,,Accra Metropolitan Area,,,07/03/2020,-2,2,8,-2,-2,1
GH,Ghana,,,Accra Metropolitan Area,,,08/03/2020,0,3,2,-1,1,1
GH,Ghana,,,Accra Metropolitan Area,,,09/03/2020,-1,3,3,1,2,1
GH,Ghana,,,Accra Metropolitan Area,,,10/03/2020,0,4,3,1,4,0
GH,Ghana,,,Accra Metropolitan Area,,,11/03/2020,-2,1,2,-2,2,1
GH,Ghana,,,Accra Metropolitan Area,,,12/03/2020,0,7,4,-2,3,1
GH,Ghana,,,Accra Metropolitan Area,,,13/03/2020,-1,8,4,-2,4,1
GH,Ghana,,,Accra Metropolitan Area,,,14/03/2020,-4,6,-1,-6,1,1
GH,Ghana,,,Accra Metropolitan Area,,,15/03/2020,-4,2,-3,-7,0,1
GH,Ghana,,,Accra Metropolitan Area,,,16/03/2020,-7,4,-12,-12,-7,3
GH,Ghana,,,Accra Metropolitan Area,,,17/03/2020,-10,4,-9,-12,-8,4
GH,Ghana,,,Accra Metropolitan Area,,,18/03/2020,-12,0,-8,-13,-9,8
GH,Ghana,,,Accra Metropolitan Area,,,19/03/2020,-14,-2,-13,-16,-10,11
GH,Ghana,,,Accra Metropolitan Area,,,20/03/2020,-16,-3,-12,-17,-7,12
GH,Ghana,,,Accra Metropolitan Area,,,21/03/2020,-13,10,-15,-13,1,10
GH,Ghana,,,Accra Metropolitan Area,,,22/03/2020,-25,-9,-24,-23,-7,15
GH,Ghana,,,Accra Metropolitan Area,,,23/03/2020,-29,-25,-27,-37,-27,19
GH,Ghana,,,Accra Metropolitan Area,,,24/03/2020,-27,-12,-25,-30,-24,18
GH,Ghana,,,Accra Metropolitan Area,,,25/03/2020,-24,-8,-23,-27,-25,18
GH,Ghana,,,Accra Metropolitan Area,,,26/03/2020,-19,2,-25,-25,-25,18
GH,Ghana,,,Accra Metropolitan Area,,,27/03/2020,-25,-7,-26,-28,-24,20
GH,Ghana,,,Accra Metropolitan Area,,,28/03/2020,-12,23,-18,-13,1,10
GH,Ghana,,,Accra Metropolitan Area,,,29/03/2020,-13,17,-18,-14,4,11
GH,Ghana,,,Accra Metropolitan Area,,,30/03/2020,-65,-59,-55,-64,-63,37
GH,Ghana,,,Accra Metropolitan Area,,,31/03/2020,-64,-57,-51,-63,-63,37
GH,Ghana,,,Accra Metropolitan Area,,,01/04/2020,-65,-59,-52,-65,-64,37
GH,Ghana,,,Accra Metropolitan Area,,,02/04/2020,-64,-56,-49,-65,-63,38
GH,Ghana,,,Accra Metropolitan Area,,,03/04/2020,-64,-56,-52,-65,-61,40
GH,Ghana,,,Accra Metropolitan Area,,,04/04/2020,-66,-57,-55,-66,-41,30
GH,Ghana,,,Accra Metropolitan Area,,,05/04/2020,-61,-53,-52,-62,-23,26
GH,Ghana,,,Accra Metropolitan Area,,,06/04/2020,-57,-50,-52,-62,-60,36
GH,Ghana,,,Accra Metropolitan Area,,,07/04/2020,-58,-48,-50,-62,-61,35
GH,Ghana,,,Accra Metropolitan Area,,,08/04/2020,-58,-48,-49,-62,-60,35
GH,Ghana,,,Accra Metropolitan Area,,,09/04/2020,-57,-45,-50,-61,-60,36
